Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
"C1","1uF","C_0402_1005Metric",6.100000,22.600000,270.000000,top
"C2","10uF","C_0603_1608Metric",-8.600000,17.500000,180.000000,top
"C3","100nF","C_0402_1005Metric",8.500000,22.600000,90.000000,top
"C4","10uF","C_0603_1608Metric",-11.600000,20.600000,90.000000,top
"C5","100nF","C_0402_1005Metric",-11.600000,23.100000,270.000000,top
"C6","1uF","C_0402_1005Metric",7.400000,22.600000,90.000000,top
"C7","1uF","C_0402_1005Metric",4.900000,6.550000,90.000000,top
"C8","100nF","C_0402_1005Metric",-8.600000,4.500000,180.000000,top
"C9","10uF","C_0603_1608Metric",-11.600000,17.300000,270.000000,top
"C10","100nF","C_0402_1005Metric",-1.000000,16.600000,180.000000,top
"J2","USB_C_Receptacle_USB2.0","USB_C_Receptacle_HRO_TYPE-C-31-M-12",8.900000,12.900000,90.000000,top
"Q1","AO3400","SOT-23",1.800000,9.850000,270.000000,top
"Q2","AO3400","SOT-23",1.850000,14.350000,0.000000,top
"R1","1k","R_0402_1005Metric",2.010000,17.090000,90.000000,top
"R2","10k","R_0402_1005Metric",9.600000,22.600000,90.000000,top
"R3","10k","R_0402_1005Metric",2.000000,12.050000,180.000000,top
"R4","10k","R_0402_1005Metric",1.000000,17.070000,90.000000,top
"R5","10k","R_0402_1005Metric",0.700000,6.550000,90.000000,top
"R6","10k","R_0402_1005Metric",-6.500000,4.500000,180.000000,top
"R7","10k","R_0402_1005Metric",-11.450000,9.570000,270.000000,top
"R8","5.1k","R_0402_1005Metric",9.820000,18.750000,180.000000,top
"R9","5.1k","R_0402_1005Metric",6.100000,18.750000,0.000000,top
"R10","470 Ohm","R_0402_1005Metric",3.850000,6.550000,270.000000,top
"R11","10k","R_0402_1005Metric",1.750000,6.550000,90.000000,top
"R12","470 Ohm","R_0402_1005Metric",2.800000,6.550000,270.000000,top
"SW1","SW_SPST","SW_Push_1P1T_NO_CK_KMR2",7.200000,4.400000,270.000000,top
"SW2","SW_SPST","SW_Push_1P1T_NO_CK_KMR2",10.850000,4.400000,270.000000,top
"U2","STM32F030C8Tx","LQFP-48_7x7mm_P0.5mm",-5.700000,10.800000,90.000000,top
"U3","ME6211C33M5G-N","SOT-23-5",-8.800000,20.100000,180.000000,top
"U4","CH9102F","QFN-24-1EP_4x4mm_P0.5mm_EP2.6x2.6mm",2.250000,20.937500,90.000000,top
